,Type,CompanyName,ServiceType,ServiceTypeDetail,ListDate,FiscalMonth,CEO,Location,CompanyCode
엘오티베큠,코스닥,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,경기도,83310
이상네트웍스,코스닥,이상네트웍스,상품 중개업,기업간전자상거래서비스,2005-09-30,12월,조원표,서울특별시,80010
동북아12호선박투자,유가증권,동북아12호선박투자,운송장비 임대업,운수장비 임대,2005-08-29,12월,천성무,부산광역시,83370
동북아13호선박투자,유가증권,동북아13호선박투자,운송장비 임대업,운수장비 임대,2005-08-29,12월,천성무,부산광역시,83380
대상홀딩스,유가증권,대상홀딩스,기타 금융업,지주회사,2005-08-17,12월,"임창욱, 김훈식 각자 대표이사",서울특별시,84690
아리온,코스닥,아리온,통신 및 방송 장비 제조업,디지털셋톱박스,2005-08-05,12월,허필호,경기도,58220
코아스,유가증권,코아스,가구 제조업,"사무용가구,금속가구 도매,제조",2005-08-04,12월,노재근,서울특별시,71950
메디포스트,코스닥,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,경기도,78160
우리바이오,코스닥,우리바이오,전구 및 조명장치 제조업,"LCD광원부품(CCFL,EEFL)",2005-07-29,12월,"윤철주, 차기현",경기도,82850
모두투어,코스닥,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26,12월,우종웅,서울특별시,80160
이월드,유가증권,이월드,유원지 및 기타 오락관련 서비스업,"놀이시설 운영,입장료,식음료 소매,부동산 임대",2005-07-26,12월,"유병천, 김현준",대구광역시,84680
동양고속,유가증권,동양고속,육상 여객 운송업,고속버스 운송/부동산 임대,2005-07-25,12월,백남근,경기도,84670
한미반도체,유가증권,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,인천광역시,42700
가온미디어,코스닥,가온미디어,통신 및 방송 장비 제조업,디지털셋톱박스,2005-07-12,12월,임화섭,경기도,78890
쏠리드,코스닥,쏠리드,통신 및 방송 장비 제조업,"이동통신중계기,위성DMB용중계기",2005-07-08,12월,"정준, 이승희 (각자대표이사)",경기도,50890
동일산업,유가증권,동일산업,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",2005-06-30,12월,"오순택, 오승민",경상북도,4890
옵트론텍,코스닥,옵트론텍,사진장비 및 광학기기 제조업,"IRFilter,Grating",2005-06-24,12월,"홍사관, 임지윤",경상남도,82210
젬백스,코스닥,젬백스,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber",2005-06-24,12월,"김상재, 송형곤",대전광역시,82270
플랜티넷,코스닥,플랜티넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스,2005-06-10,12월,김태주,경기도,75130
에스제이케이,코스닥,에스제이케이,자동차 부품 및 내장품 판매업,"자동차부품, 키보드 등",2005-05-13,12월,이승열,서울특별시,80440
삼호개발,유가증권,삼호개발,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",2005-05-12,12월,"김락중, 심재범",충청남도,10960
금호타이어,유가증권,금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,전대진,광주광역시,73240
이노와이어리스,코스닥,이노와이어리스,통신 및 방송 장비 제조업,통신용 시험 및 계측장비,2005-02-04,12월,"정종태, 오창덕(공동대표)",경기도,73490
인베니아,코스닥,인베니아,특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기, MOCVD",2005-02-04,12월,구동범,경기도,79950
동양이엔피,코스닥,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치",2005-02-01,12월,"김재수,김재만",경기도,79960
제주반도체,코스닥,제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",2005-02-01,12월,"박성식, 조형섭(각자 대표)",제주특별자치도,80220
한창산업,코스닥,한창산업,1차 비철금속 제조업,"아연말,리튬브로마이드,산화망간,인산아연",2005-02-01,12월,"강호익, 강상균(각자대표)",경기도,79170
디이엔티,코스닥,디이엔티,특수 목적용 기계 제조업,FPD공정검사장비,2005-01-26,12월,배성민,충청남도,79810
에스엔유,코스닥,에스엔유,특수 목적용 기계 제조업,"OLED증착장비, OLED봉지장비, LCD검사장비 등",2005-01-25,12월,박제순,충청남도,80000
iMBC,코스닥,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","디지털콘텐츠,웹에이젼시",2005-01-21,12월,김원태,서울특별시,52220
서산,코스닥,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",2005-01-21,12월,염홍섭,광주광역시,79650
KMH하이텍,코스닥,KMH하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료),2005-01-18,12월,이상국,충청남도,52900
손오공,코스닥,손오공,기타 전문 도매업,"완구,게임,캐릭터수입수수료",2005-01-07,12월,김종완,경기도,66910
미래컴퍼니,코스닥,미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준홍,경기도,49950
아이크래프트,코스닥,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",2005-01-03,12월,"박우진, 성시훈(각자 대표이사)",서울특별시,52460
CJ CGV,유가증권,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,최병환,서울특별시,79160
일진다이아,유가증권,일진다이아,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입",2004-12-22,12월,변정출,충청북도,81000
메가스터디,코스닥,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,구우진,서울특별시,72870
케이에스피,코스닥,케이에스피,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품",2004-12-17,12월,이범호,부산광역시,73010
KG모빌리언스,코스닥,KG모빌리언스,소프트웨어 개발 및 공급업,유무선전화결제서비스,2004-12-14,12월,박철순,서울특별시,46440
대주전자재료,코스닥,대주전자재료,전자부품 제조업,PDP격벽재료등,2004-12-10,12월,"임일지,임중규(각자대표)",경기도,78600
텔레칩스,코스닥,텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩",2004-12-10,12월,이장규,서울특별시,54450
HB테크놀러지,코스닥,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,충청남도,78150
도이치모터스,코스닥,도이치모터스,자동차 판매업,수입자동차,2004-12-03,12월,권오수,서울특별시,67990
유니드,유가증권,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,"이화영, 정의승(2인, 각자 대표이사)",서울특별시,14830
토비스,코스닥,토비스,영상 및 음향기기 제조업,Gaming모니터,2004-11-19,12월,"김 용 범, 하 희 조",인천광역시,51360
제넨바이오,코스닥,제넨바이오,폐기물 처리업,휴대폰윈도우,2004-10-29,12월,"이홍민, 김성주",대구광역시,72520
상신브레이크,유가증권,상신브레이크,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",2004-10-27,12월,"김효일, 박세종",대구광역시,41650
국일제지,코스닥,국일제지,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,"최부도, 최우식(각자대표)",경기도,78130
DMS,코스닥,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,경기도,68790
사조해표,유가증권,사조해표,기타 식품 제조업,"식용유 제조/농수산물,식용유 도매,무역/부동산 임대",2004-09-21,12월,김상훈,서울특별시,79660
인팩,유가증권,인팩,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매",2004-09-21,12월,"최오길, 최웅선",서울특별시,23810
코드네이처,코스닥,코드네이처,전기 및 통신 공사업,전기공사업,2004-08-27,12월,박상훈,서울특별시,78940
시너지이노베이션,코스닥,시너지이노베이션,의료용 기기 제조업,카메라 어플리케이션 프로세서(CAP),2004-08-13,12월,구자형,경기도,48870
신성델타테크,코스닥,신성델타테크,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품",2004-08-06,12월,구자천,경상남도,65350
GS,유가증권,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허창수, 정택근 (각자 대표이사)",서울특별시,78930
유니퀘스트,유가증권,유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,경기도,77500
다스코,유가증권,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,한상원,전라남도,58730
한국경제TV,코스닥,한국경제TV,텔레비전 방송업,"광고수입, 협찬수입",2004-07-30,12월,이봉구,서울특별시,39340
LG디스플레이,유가증권,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,한상범,서울특별시,34220
다날,코스닥,다날,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,2004-07-23,12월,최병우,경기도,64260
텔코웨어,유가증권,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",2004-07-20,12월,금한태,서울특별시,78000
형지I&C,코스닥,형지I&C,봉제의복 제조업,남성셔츠,2004-07-02,12월,최혜원,서울특별시,11080
휘닉스소재,코스닥,휘닉스소재,전자부품 제조업,"Metal Paste, Solder Ball",2004-06-29,12월,"홍석규, 고승범 각자대표",경상북도,50090
코엔텍,코스닥,코엔텍,폐기물 처리업,산업폐기물 소각/매립처리,2004-06-18,12월,이민석,울산광역시,29960
와이비엠넷,코스닥,와이비엠넷,교육지원 서비스업,"온라인교육, 수수료수입 등",2004-06-08,12월,오재환,경기도,57030
CS,코스닥,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,"최규훈, 최규백",경기도,65770
아미노로직스,코스닥,아미노로직스,기타 전문 도매업,DVR용 영상처리 칩,2004-06-04,12월,"오장석,오성석",서울특별시,74430
한컴지엠디,코스닥,한컴지엠디,소프트웨어 개발 및 공급업,TFT-LCD용 ASIC,2004-06-02,12월,김현수,경기도,77280
테라젠이텍스,코스닥,테라젠이텍스,의약품 제조업,"Loading/Unloading System, PCB Bonding System",2004-05-27,12월,"고진업, 류병환, 황태순",경기도,66700
디에이피,코스닥,디에이피,전자부품 제조업,Build-Up PCB(인쇄회로기판),2004-05-14,12월,"권오일, 최봉윤",경기도,66900
한양디지텍,코스닥,한양디지텍,반도체 제조업,메모리 모듈,2004-05-14,12월,김형육/김윤상 각자대표,경기도,78350
STX엔진,유가증권,STX엔진,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,송종근,경상남도,77970
동국알앤에스,코스닥,동국알앤에스,기타 비금속 광물제품 제조업,"내화물, 페라이트, 세라믹",2004-02-13,12월,이강학,경상남도,75970
라이트론,코스닥,라이트론,통신 및 방송 장비 제조업,"광가입자용 광송수신모듈, CATV/이동통신용 광부품",2004-02-13,12월,문승일,대전광역시,69540
듀오백,코스닥,듀오백,가구 제조업,사무용 및 가정용 의자,2004-02-06,12월,정관영,인천광역시,73190
삼진엘앤디,코스닥,삼진엘앤디,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU",2004-02-06,12월,"이경재,이명종",경기도,54090
에스텍파마,코스닥,에스텍파마,의약품 제조업,원료의약품,2004-02-06,12월,김재철,경기도,41910
NICE,유가증권,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,최영,서울특별시,34310
대교,유가증권,대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,박수완,서울특별시,19680
에스모,코스닥,에스모,자동차 신품 부품 제조업,자동차용 와이어링 하네스,2004-01-28,12월,김정훈,울산광역시,73070
한류타임즈,코스닥,한류타임즈,"서적, 잡지 및 기타 인쇄물 출판업",신문사업(스포츠ㆍ연예 전문 일간지),2004-01-16,03월,"각자 유지환, 이승호",서울특별시,39670
세진티에스,코스닥,세진티에스,전자부품 제조업,TFT-LCD용 광기능성 시트,2004-01-09,12월,김인식,경기도,67770
한솔인티큐브,코스닥,한솔인티큐브,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업통신 및 무선인터넷,2004-01-08,12월,고광선,서울특별시,70590
WI,코스닥,WI,특수 목적용 기계 제조업,Wafer Burn In Test 장비,2004-01-06,12월,변익성(단독대표),충청남도,73570
삼원테크,코스닥,삼원테크,기타 금속 가공제품 제조업,유압용 관이음쇠,2004-01-06,12월,이종석,경상남도,73640
우주일렉트로,코스닥,우주일렉트로,전자부품 제조업,정보통신용 초정밀커넥터,2004-01-02,12월,노영백,경기도,65680
토필드,코스닥,토필드,"섬유, 의복, 신발 및 가죽제품 소매업",셋톱박스(디지털위성방송수신기),2003-12-29,12월,"서문동군, 오성록 각자대표",경기도,57880
기업은행,유가증권,기업은행,은행 및 저축기관,은행업,2003-12-24,12월,"Kim, Do-jin",서울특별시,24110
나노메딕스,유가증권,나노메딕스,일반 목적용 기계 제조업,소방자동차 제조,2003-12-23,12월,안영용,경기도,74610
드림어스컴퍼니,코스닥,드림어스컴퍼니,기타 전문 도매업,휴대용 MP3 Player,2003-12-19,12월,이기영,서울특별시,60570
버킷스튜디오,코스닥,버킷스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,2003-12-19,12월,김재욱 (단독대표),서울특별시,66410
아프리카TV,코스닥,아프리카TV,소프트웨어 개발 및 공급업,미디어플랫폼,2003-12-19,12월,"Seo Soo Kiel, Jung Chan Yong",경기도,67160
원익QnC,코스닥,원익QnC,유리 및 유리제품 제조업,석영유리가공제품,2003-12-12,12월,임창빈,경상북도,74600
로체시스템즈,코스닥,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,경기도,71280
에버다임,코스닥,에버다임,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업",2003-11-14,12월,전병찬,충청북도,41440
에스텍,코스닥,에스텍,영상 및 음향기기 제조업,스피커 및 스피커시스템,2003-11-14,12월,오인용,경상남도,69510
오텍,코스닥,오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스",2003-11-14,12월,강성희,충청남도,67170
키이스트,코스닥,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI,2003-11-14,12월,"박성혜, 신필순(공동대표)",서울특별시,54780
한솔홈데코,유가증권,한솔홈데코,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",2003-11-04,12월,이천현,서울특별시,25750
중앙백신,코스닥,중앙백신,기초 의약물질 및 생물학적 제제 제조업,동물용백신,2003-10-31,12월,윤인중,대전광역시,72020
휴비츠,코스닥,휴비츠,의료용 기기 제조업,"자동검안기, 자동렌즈미터",2003-10-31,12월,김현수,경기도,65510
우리산업홀딩스,코스닥,우리산업홀딩스,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등),2003-10-28,12월,김명준,경기도,72470
디지털대성,코스닥,디지털대성,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),2003-10-17,12월,김희선,서울특별시,68930
코스온,코스닥,코스온,기타 화학제품 제조업,화장품,2003-10-14,12월,이동건,서울특별시,69110
이수페타시스,유가증권,이수페타시스,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07,12월,서영준,대구광역시,7660
강원랜드,유가증권,강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,문태곤,강원도,35250
유아이디,코스닥,유아이디,전자부품 제조업,STN LCD GLASS(연마),2003-08-18,12월,박종수 (대표이사),충청북도,69330
티씨케이,코스닥,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,2003-08-18,12월,"쯔지 마사후미, 박영순 (각자대표)",경기도,64760
YG PLUS,유가증권,YG PLUS,"인형,장난감 및 오락용품 제조업","광고대행,광고물 제작",2003-08-01,12월,양민석,서울특별시,37270
아모텍,코스닥,아모텍,전자부품 제조업,"칩바리스터, 아몰퍼스코어",2003-08-01,12월,"김병규, 정준환 (각자 대표이사)",인천광역시,52710
농심홀딩스,유가증권,농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,신동원,서울특별시,72710
웰크론,코스닥,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,서울특별시,65950
파워로직스,코스닥,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",휴대폰 배터리 등 2차전지용 보호회로,2003-07-25,12월,김원남,충청북도,47310
한국금융지주,유가증권,한국금융지주,기타 금융업,금융지주회사,2003-07-21,12월,김남구,서울특별시,71050
신스타임즈,코스닥,신스타임즈,소프트웨어 개발 및 공급업,모바일게임,2003-07-11,12월,"박남규, 왕빈(wang bin) (각자대표)",서울특별시,56000
이라이콤,코스닥,이라이콤,상품 중개업,TFT-LCD용 Back Light Unit,2003-07-04,12월,김성익,경기도,41520
녹원씨엔아이,코스닥,녹원씨엔아이,인쇄 및 인쇄관련 산업,산업용필터,2003-07-01,12월,"안성호, 정유석 각자대표이사",경기도,65560
유엔젤,유가증권,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",2003-07-01,12월,유지원,경기도,72130
SBS,유가증권,SBS,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,박정훈(단독대표),서울특별시,34120
홈캐스트,코스닥,홈캐스트,영상 및 음향기기 제조업,디지털 셋톱박스,2003-06-11,12월,권영철,서울특별시,64240
씨씨에스,코스닥,씨씨에스,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스,2003-05-30,12월,이현무 (단독대표이사),충청북도,66790
웹젠,코스닥,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',2003-05-23,12월,김태영,경기도,69080
엔씨소프트,유가증권,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,김택진,서울특별시,36570
하이스틸,유가증권,하이스틸,1차 철강 제조업,"강관 제조,도매",2003-02-17,12월,엄정근,충청남도,71090
대화제약,코스닥,대화제약,의약품 제조업,"후로스판, 세파메칠 등",2003-02-14,12월,"노병태, 김은석(각자대표)",강원도,67080
우수AMS,코스닥,우수AMS,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2003-02-12,12월,전종인,경상남도,66590
JW신약,코스닥,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,서울특별시,67290
하츠,코스닥,하츠,가정용 기기 제조업,"레인지후드, 빌트인 기기 등",2003-02-11,12월,김성식,경기도,66130
SBS콘텐츠허브,코스닥,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트",2003-02-05,12월,김영섭,서울특별시,46140
빅텍,코스닥,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류,2003-02-05,12월,임만규,경기도,65450
탑엔지니어링,코스닥,탑엔지니어링,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,2003-01-29,12월,"김원남,류도현(공동)",경상북도,65130
DSR제강,유가증권,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,전라남도,69730
이루온,코스닥,이루온,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급,2003-01-28,12월,"이승구, 이영성 (각자 대표이사)",경기도,65440
태경화학,유가증권,태경화학,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",2003-01-28,12월,박기환,서울특별시,6890
재영솔루텍,코스닥,재영솔루텍,사진장비 및 광학기기 제조업,플라스틱 사출금형,2003-01-24,12월,"김학권,김승재(각자 대표이사)",인천광역시,49630
한국큐빅,코스닥,한국큐빅,플라스틱제품 제조업,Curl Fit(표면처리사업),2003-01-24,12월,오봉균,경기도,21650
인터플렉스,코스닥,인터플렉스,전자부품 제조업,연성회로기판(Flexible PCB),2003-01-22,12월,백동원,경기도,51370
메디프론,코스닥,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,김영호,서울특별시,65650
삼영이엔씨,코스닥,삼영이엔씨,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등",2003-01-21,12월,"황재우, 황혜경, 이선기(공동대표이사)",부산광역시,65570
브레인콘텐츠,코스닥,브레인콘텐츠,기타 정보 서비스업,TFT-LCD용 광기능성 필름,2003-01-17,12월,"장대용, 강진원",서울특별시,66980
리더스코스메틱,코스닥,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,김진구,서울특별시,16100
한농화성,유가증권,한농화성,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매",2003-01-09,12월,"김응상, 경상호 (각자대표)",전라북도,11500
바이오빌,코스닥,바이오빌,기초 화학물질 제조업,"착색제, 잉크 등",2003-01-07,12월,양수열,경상남도,65940
케이피엠테크,코스닥,케이피엠테크,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비",2003-01-07,12월,김지훈,경기도,42040
엘앤에프,코스닥,엘앤에프,일차전지 및 축전지 제조업,TFT-LCD BLU(Back Light Unit),2003-01-02,12월,허제홍,대구광역시,66970
디스플레이텍,코스닥,디스플레이텍,전자부품 제조업,LCD Module,2002-12-30,12월,박윤민,경기도,66670
와이오엠,코스닥,와이오엠,기타 전문 도매업,"VCI,LDPE필름 외",2002-12-24,12월,"염현규, 김태국(각자 대표이사)",부산광역시,66430
초록뱀,코스닥,초록뱀,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,조형진 (각자대표이사)",서울특별시,47820
에프앤리퍼블릭,코스닥,에프앤리퍼블릭,상품 종합 도매업,CCTV CAMERA 등,2002-12-17,12월,오창근,서울특별시,64090
쎌바이오텍,코스닥,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품,2002-12-13,12월,정명준,경기도,49960
NE능률,코스닥,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,주민홍,서울특별시,53290
바른전자,코스닥,바른전자,반도체 제조업,"메모리 카드, 스마트 카드 등",2002-12-04,12월,황만한,경기도,64520
현대백화점,유가증권,현대백화점,종합 소매업,백화점,2002-11-25,12월,"정지선, 이동호, 박동운 (각자대표)",서울특별시,69960
KG이니시스,코스닥,KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,유승용,서울특별시,35600
넥스트BT,코스닥,넥스트BT,음·식료품 및 담배 도매업,건강보조식품 등,2002-11-19,12월,박 영 철,충청북도,65170
대호에이엘,유가증권,대호에이엘,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",2002-11-11,12월,노영호,대구광역시,69460
파라다이스,코스닥,파라다이스,유원지 및 기타 오락관련 서비스업,카지노,2002-11-05,12월,박병룡,서울특별시,34230
대웅제약,유가증권,대웅제약,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",2002-11-01,12월,"전승호, 윤재춘",경기도,69620
에너전트,코스닥,에너전트,건물설비 설치 공사업,"에너지저장시스템, 액정표시장치",2002-11-01,12월,"김상재, 최영석(각자대표)",대전광역시,41590
마니커,유가증권,마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29,12월,최상웅,경기도,27740
S&T홀딩스,유가증권,S&T홀딩스,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,김도환,서울특별시,36530
휴켐스,유가증권,휴켐스,기타 화학제품 제조업,"화합물,화학제품 제조",2002-10-07,12월,최금성,서울특별시,69260
새로닉스,코스닥,새로닉스,전자부품 제조업,"광학시트, FFC",2002-10-01,12월,허제홍,경상북도,42600
세종공업,유가증권,세종공업,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",2002-09-25,12월,"박정길, 김기홍, 김익석 (각자 대표이사)",울산광역시,33530
오리엔트정공,코스닥,오리엔트정공,자동차 신품 부품 제조업,"하우징, 리테이너베어링",2002-09-19,12월,장재진,경상북도,65500
퍼시픽바이오,코스닥,퍼시픽바이오,석유 정제품 제조업,석유 정제품 제조업,2002-09-17,12월,"김병주, 신동희(공동대표이사)",서울특별시,60900
국보디자인,코스닥,국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,12월,황창연,서울특별시,66620
에스아이리소스,코스닥,에스아이리소스,석탄 광업,자카드직물,2002-08-22,12월,박희연,서울특별시,65420
와이디온라인,코스닥,와이디온라인,소프트웨어 개발 및 공급업,e-Business Solution & Service,2002-08-22,12월,"변종섭, 오원석",서울특별시,52770
필링크,코스닥,필링크,"섬유, 의복, 신발 및 가죽제품 소매업",Wap Gateway,2002-08-22,12월,"김상재, 서영운",서울특별시,64800
포스코강판,유가증권,포스코강판,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,하대용,경상북도,58430
리노스,코스닥,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",서울특별시,39980
현대바이오,코스닥,현대바이오,기타 화학제품 제조업,"LCD모니터, 디지털 사이니지, 바이오 양모제",2002-08-08,12월,오상기,경상북도,48410
삼성출판사,유가증권,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대",2002-08-05,12월,김진용,서울특별시,68290
세이브존I&C,유가증권,세이브존I&C,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",2002-07-25,12월,김현동,서울특별시,67830
에스피지,코스닥,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor,2002-07-23,12월,"이준호, 여영길(각자 대표이사)",인천광역시,58610
토탈소프트,코스닥,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등),2002-07-19,12월,최장수,부산광역시,45340
교보증권,유가증권,교보증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,김 해 준,서울특별시,30610
서호전기,코스닥,서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",항만크레인 구동전기장치,2002-07-16,12월,김승남,경기도,65710
